purchase_last_90days_count,instore_yn,location_city,product_name,transaction_timestamp,barista_name,Item,Price,promo_redemption
43,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2022-11-03T15:22:42Z,Nova,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
60,Yes,Miami,Brewed Black tea: Earl Grey Rg,2022-12-08T23:00:46Z,Phoenix,Brewed Black tea: Earl Grey Rg,3.99,1
70,Yes,Key West,Herbal tea: Peppermint,2022-10-05T19:54:53Z,Seraphina,Herbal tea: Peppermint,4.99,0
64,Yes,Key West,Brewed herbal tea: Peppermint Lg,2022-11-19T06:19:47Z,Nova,Brewed herbal tea: Peppermint Lg,4.99,1
55,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2023-02-05T08:30:45Z,Luna,Hot chocolate: Snow Day Hot Chocolate,6.99,0
30,No,Jacksonville,Barista Espresso: Cappuccino Lg,2023-04-20T08:11:59Z,Zara,Barista Espresso: Cappuccino Lg,5.99,0
54,No,Key West,Brewed Chai tea: Spicy Eye Opener Chai Rg,2022-07-07T05:19:31Z,Luna,Brewed Chai tea: Spicy Eye Opener Chai Rg,4.99,1
29,Yes,Key West,Barista Espresso: Cappuccino Lg,2023-04-27T19:47:20Z,Stella,Barista Espresso: Cappuccino Lg,5.99,0
28,Yes,Miami,Gourmet Beans: Columbian Medium Roast,2022-07-02T03:16:56Z,Zara,Gourmet Beans: Columbian Medium Roast,11.99,0
49,Yes,Key West,Hot chocolate: Sustainably Grown Organic Rg,2022-10-24T02:15:07Z,Aurora,Hot chocolate: Sustainably Grown Organic Rg,5.99,0
69,Yes,Key West,Barista Espresso: Latte Rg,2023-04-12T07:27:07Z,Savannah,Barista Espresso: Latte Rg,5.99,0
63,Yes,Key West,Brewed Black tea: English Breakfast Rg,2022-12-03T22:36:37Z,Ivy,Brewed Black tea: English Breakfast Rg,3.99,1
20,No,Tampa,Herbal tea: Lemon Grass,2022-08-17T06:47:48Z,Ivy,Herbal tea: Lemon Grass,4.99,1
69,Yes,Key West,Barista Espresso: Latte Rg,2022-07-31T02:01:48Z,Willow,Barista Espresso: Latte Rg,5.99,0
50,Yes,Key West,Organic brewed coffee: Brazilian Rg,2022-07-23T06:07:55Z,Nova,Organic brewed coffee: Brazilian Rg,4.99,0
67,Yes,Key West,Barista Espresso: Latte Rg,2023-05-14T17:34:00Z,Cleo,Barista Espresso: Latte Rg,5.99,0
20,Yes,Key West,Brewed Black tea: English Breakfast Rg,2022-06-26T06:47:06Z,Willow,Brewed Black tea: English Breakfast Rg,3.99,0
63,Yes,Key West,Barista Espresso: Latte Rg,2023-05-08T04:15:23Z,Scarlett,Barista Espresso: Latte Rg,5.99,0
20,No,Key West,Gourmet brewed coffee: Ethiopia Lg,2022-12-03T06:41:55Z,Sienna,Gourmet brewed coffee: Ethiopia Lg,6.99,0
61,Yes,Miami,Hot chocolate: Sustainably Grown Organic Lg,2023-06-19T03:51:51Z,Amara,Hot chocolate: Sustainably Grown Organic Lg,6.99,0
22,Yes,Key West,Organic Chocolate: Sustainably Grown Organic,2022-11-09T16:37:51Z,Nova,Organic Chocolate: Sustainably Grown Organic,9.99,0
57,Yes,Key West,Organic Beans: Brazilian - Organic,2022-10-15T09:19:05Z,Aria,Organic Beans: Brazilian - Organic,12.99,0
25,No,Jacksonville,Barista Espresso: Cappuccino Lg,2022-12-10T02:43:26Z,Amara,Barista Espresso: Cappuccino Lg,5.99,0
23,Yes,Key West,Specialty coffee: Rio Nights,2022-07-07T01:03:09Z,Scarlett,Specialty coffee: Rio Nights,11.99,0
24,Yes,Key West,Gourmet brewed coffee: Ethiopia Lg,2023-05-28T04:03:01Z,Aria,Gourmet brewed coffee: Ethiopia Lg,6.99,0
58,Yes,Key West,Organic Beans: Brazilian - Organic,2022-10-09T18:10:53Z,Lola,Organic Beans: Brazilian - Organic,12.99,0
30,No,Tampa,Drinking Chocolate: Dark chocolate,2023-05-01T08:11:12Z,Scarlett,Drinking Chocolate: Dark chocolate,8.99,1
62,No,Jacksonville,Brewed Chai tea: Spicy Eye Opener Chai Rg,2022-08-19T16:07:16Z,Luna,Brewed Chai tea: Spicy Eye Opener Chai Rg,4.99,0
28,Yes,Miami,Drip coffee: Our Old Time Diner Blend Rg,2023-05-21T04:35:19Z,Sienna,Drip coffee: Our Old Time Diner Blend Rg,3.99,0
53,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2023-05-04T10:33:07Z,Ruby,Hot chocolate: Snow Day Hot Chocolate,6.99,0
56,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2023-04-24T22:21:23Z,Lola,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
11,No,Orlando,Organic brewed coffee: Brazilian Sm,2022-11-30T03:32:52Z,Aria,Organic brewed coffee: Brazilian Sm,3.99,1
55,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2022-11-06T16:51:49Z,Amara,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
53,Yes,Key West,Premium brewed coffee: Jamaican Coffee River Lg,2023-05-05T13:24:02Z,Seraphina,Premium brewed coffee: Jamaican Coffee River Lg,7.99,0
17,Yes,Miami,Brewed Black tea: English Breakfast Rg,2022-10-25T20:11:25Z,Scarlett,Brewed Black tea: English Breakfast Rg,3.99,0
56,Yes,Key West,Seasonal drink: Pumpkin Spice Latte,2022-12-02T23:31:53Z,Jasmine,Seasonal drink: Pumpkin Spice Latte,5.99,1
68,Yes,Miami,Hot chocolate: Snow Day Hot Chocolate,2023-05-26T09:04:20Z,Seraphina,Hot chocolate: Snow Day Hot Chocolate,6.99,0
67,Yes,Key West,Hot chocolate: Sustainably Grown Organic Lg,2022-11-10T15:58:26Z,Luna,Hot chocolate: Sustainably Grown Organic Lg,6.99,0
54,Yes,Key West,Brewed Green tea: Serenity Green Tea Rg,2022-09-02T12:56:45Z,Aurora,Brewed Green tea: Serenity Green Tea Rg,4.99,0
37,Yes,Key West,Pastry: Almond Croissant,2023-03-24T08:33:13Z,Sienna,Pastry: Almond Croissant,4.49,0
64,Yes,Key West,Hot chocolate: Sustainably Grown Organic Rg,2022-10-22T18:15:44Z,Sienna,Hot chocolate: Sustainably Grown Organic Rg,5.99,0
46,Yes,Key West,Brewed Chai tea: Spicy Eye Opener Chai Rg,2022-07-21T07:30:08Z,Jasmine,Brewed Chai tea: Spicy Eye Opener Chai Rg,4.99,0
29,Yes,Key West,Seasonal drink: Pumpkin Spice Latte,2023-03-02T05:52:33Z,Phoenix,Seasonal drink: Pumpkin Spice Latte,5.99,0
44,No,Miami,Drip coffee: Our Old Time Diner Blend Sm,2022-12-26T17:11:59Z,Violet,Drip coffee: Our Old Time Diner Blend Sm,2.99,1
57,Yes,Key West,Biscotti: Chocolate Chip Biscotti,2023-01-02T17:29:46Z,Sienna,Biscotti: Chocolate Chip Biscotti,2.49,0
46,Yes,Miami,Gourmet brewed coffee: Ethiopia Sm,2022-12-29T18:55:47Z,Stella,Gourmet brewed coffee: Ethiopia Sm,4.99,0
51,Yes,Key West,Brewed herbal tea: Lemon Grass Lg,2023-03-14T04:39:38Z,Lola,Brewed herbal tea: Lemon Grass Lg,4.99,0
17,No,Key West,Brewed Chai tea: Spicy Eye Opener Chai Rg,2023-04-25T10:12:00Z,Seraphina,Brewed Chai tea: Spicy Eye Opener Chai Rg,4.99,0
48,Yes,Key West,Regular syrup: Carmel syrup,2023-02-06T16:24:55Z,Lola,Regular syrup: Carmel syrup,3.99,0
62,Yes,Key West,Scone: Cranberry Scone,2022-08-20T19:06:38Z,Sienna,Scone: Cranberry Scone,3.49,0
58,Yes,Key West,Premium brewed coffee: Jamaican Coffee River Lg,2023-03-21T18:00:39Z,Violet,Premium brewed coffee: Jamaican Coffee River Lg,7.99,0
32,Yes,Key West,Chai tea: Spicy Eye Opener Chai,2022-10-24T23:03:57Z,Violet,Chai tea: Spicy Eye Opener Chai,4.99,0
37,Yes,Miami,Espresso Beans: Primo Espresso Roast,2022-11-03T02:04:03Z,Nova,Espresso Beans: Primo Espresso Roast,16.99,0
27,Yes,Miami,Green tea: Serenity Green Tea,2022-09-24T17:02:06Z,Stella,Green tea: Serenity Green Tea,5.99,0
46,No,Jacksonville,Premium brewed coffee: Jamaican Coffee River Lg,2023-03-14T02:46:00Z,Scarlett,Premium brewed coffee: Jamaican Coffee River Lg,7.99,0
27,Yes,Key West,Brewed herbal tea: Peppermint Lg,2023-05-16T05:35:59Z,Aria,Brewed herbal tea: Peppermint Lg,4.99,0
24,Yes,Key West,Barista Espresso: Cappuccino Lg,2023-01-20T03:22:20Z,Violet,Barista Espresso: Cappuccino Lg,5.99,0
57,Yes,Key West,Premium brewed coffee: Jamaican Coffee River Sm,2022-08-16T23:19:59Z,Violet,Premium brewed coffee: Jamaican Coffee River Sm,5.99,0
39,Yes,Key West,Gourmet Beans: Columbian Medium Roast,2022-10-16T11:29:53Z,Phoenix,Gourmet Beans: Columbian Medium Roast,11.99,0
69,Yes,Key West,Brewed herbal tea: Lemon Grass Lg,2022-07-13T05:06:45Z,Sienna,Brewed herbal tea: Lemon Grass Lg,4.99,0
25,Yes,Key West,Premium Beans: Civet Cat,2022-08-23T20:29:09Z,Ember,Premium Beans: Civet Cat,59.99,0
33,Yes,Key West,Drip coffee: Our Old Time Diner Blend Lg,2023-04-21T13:56:44Z,Scarlett,Drip coffee: Our Old Time Diner Blend Lg,4.99,0
52,Yes,Key West,Gourmet brewed coffee: Ethiopia Lg,2023-04-17T05:19:45Z,Luna,Gourmet brewed coffee: Ethiopia Lg,6.99,0
36,Yes,Jacksonville,Drip coffee: Our Old Time Diner Blend Lg,2023-04-28T12:02:17Z,Aurora,Drip coffee: Our Old Time Diner Blend Lg,4.99,0
61,Yes,Key West,Organic brewed coffee: Brazilian Sm,2023-01-28T21:40:10Z,Violet,Organic brewed coffee: Brazilian Sm,3.99,0
66,Yes,Key West,Regular syrup: Carmel syrup,2023-02-22T06:24:49Z,Jasmine,Regular syrup: Carmel syrup,3.99,0
20,Yes,Miami,Brewed Black tea: Earl Grey Rg,2022-10-01T17:24:00Z,Stella,Brewed Black tea: Earl Grey Rg,3.99,0
33,Yes,Miami,Barista Espresso: Ouro Brasileiro shot promo,2022-12-01T16:40:42Z,Aria,Barista Espresso: Ouro Brasileiro shot promo,2.99,0
30,Yes,Miami,Gourmet brewed coffee: Columbian Medium Roast Rg,2023-02-20T15:29:03Z,Jasmine,Gourmet brewed coffee: Columbian Medium Roast Rg,5.99,0
28,No,Tampa,Organic Beans: Brazilian - Organic,2023-02-16T08:45:27Z,Ivy,Organic Beans: Brazilian - Organic,12.99,1
77,Yes,Miami,Hot chocolate: Snow Day Hot Chocolate,2023-06-02T16:18:34Z,Scarlett,Hot chocolate: Snow Day Hot Chocolate,6.99,0
39,Yes,Key West,Gourmet Beans: Columbian Medium Roast,2022-08-05T14:06:04Z,Savannah,Gourmet Beans: Columbian Medium Roast,11.99,0
51,Yes,Key West,Drinking Chocolate: Dark chocolate,2023-04-05T04:54:04Z,Lola,Drinking Chocolate: Dark chocolate,8.99,0
23,Yes,Key West,Organic Chocolate: Sustainably Grown Organic,2022-11-18T03:55:03Z,Cleo,Organic Chocolate: Sustainably Grown Organic,9.99,0
67,Yes,Key West,Seasonal drink: Happy Holidays hot chocolate,2023-03-22T04:14:25Z,Lola,Seasonal drink: Happy Holidays hot chocolate,5.99,0
26,Yes,Miami,Brewed Green tea: Serenity Green Tea Lg,2022-08-05T17:27:23Z,Savannah,Brewed Green tea: Serenity Green Tea Lg,5.99,0
27,Yes,Key West,Barista Espresso: Cappuccino Lg,2022-08-29T17:24:03Z,Violet,Barista Espresso: Cappuccino Lg,5.99,0
53,Yes,Key West,Brewed Green tea: Serenity Green Tea Rg,2023-06-13T09:59:47Z,Savannah,Brewed Green tea: Serenity Green Tea Rg,4.99,0
61,Yes,Miami,Drinking Chocolate: Dark chocolate,2023-06-10T11:42:20Z,Jasmine,Drinking Chocolate: Dark chocolate,8.99,0
59,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2022-12-02T14:46:54Z,Aria,Barista Espresso: Ouro Brasileiro shot,3.99,1
25,Yes,Key West,Brewed Black tea: Earl Grey Rg,2022-06-27T13:48:32Z,Ivy,Brewed Black tea: Earl Grey Rg,3.99,0
72,Yes,Miami,Scone: Jumbo Savory Scone,2023-05-07T06:35:35Z,Phoenix,Scone: Jumbo Savory Scone,4.99,0
31,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2022-11-19T08:51:57Z,Sienna,Barista Espresso: Ouro Brasileiro shot,3.99,0
61,Yes,Key West,Hot chocolate: Snow Day Hot Chocolate,2023-05-09T17:32:20Z,Ruby,Hot chocolate: Snow Day Hot Chocolate,6.99,0
61,No,Key West,Scone: Ginger Scone promo,2022-12-30T09:53:27Z,Jasmine,Scone: Ginger Scone promo,2.49,0
70,Yes,Key West,Barista Espresso: Latte Rg,2022-07-24T05:31:24Z,Stella,Barista Espresso: Latte Rg,5.99,0
36,No,Tampa,Hot chocolate: Sustainably Grown Organic Rg,2022-08-03T16:14:37Z,Cleo,Hot chocolate: Sustainably Grown Organic Rg,5.99,1
71,Yes,Miami,Premium brewed coffee: Jamaican Coffee River Lg,2022-09-28T09:46:11Z,Zara,Premium brewed coffee: Jamaican Coffee River Lg,7.99,0
25,Yes,Key West,House blend Beans: Our Old Time Diner Blend,2023-04-26T02:28:39Z,Aria,House blend Beans: Our Old Time Diner Blend,9.99,0
30,Yes,Jacksonville,Herbal tea: Lemon Grass,2022-12-31T04:24:42Z,Cleo,Herbal tea: Lemon Grass,4.99,0
57,No,Key West,Herbal tea: Lemon Grass,2022-07-27T23:04:03Z,Willow,Herbal tea: Lemon Grass,4.99,1
31,Yes,Key West,Seasonal drink: Pumpkin Spice Latte,2022-11-13T02:15:43Z,Lola,Seasonal drink: Pumpkin Spice Latte,5.99,0
31,Yes,Key West,Seasonal drink: Pumpkin Spice Latte,2023-02-14T12:44:47Z,Zara,Seasonal drink: Pumpkin Spice Latte,5.99,0
55,Yes,Key West,Organic Beans: Brazilian - Organic,2023-06-01T18:17:11Z,Aria,Organic Beans: Brazilian - Organic,12.99,0
57,Yes,Miami,Seasonal drink: Pumpkin Spice Latte,2022-12-24T11:07:46Z,Savannah,Seasonal drink: Pumpkin Spice Latte,5.99,1
47,No,Jacksonville,Biscotti: Chocolate Chip Biscotti,2022-09-03T14:46:53Z,Willow,Biscotti: Chocolate Chip Biscotti,2.49,0
24,Yes,Key West,Herbal tea: Lemon Grass,2022-06-24T16:17:14Z,Scarlett,Herbal tea: Lemon Grass,4.99,0
56,Yes,Miami,Organic brewed coffee: Brazilian Sm,2022-09-21T00:11:37Z,Violet,Organic brewed coffee: Brazilian Sm,3.99,0
38,No,Tampa,Brewed Green tea: Serenity Green Tea Rg,2023-03-11T09:32:14Z,Zara,Brewed Green tea: Serenity Green Tea Rg,4.99,1
21,Yes,Key West,Specialty coffee: Rio Nights,2023-01-30T05:26:27Z,Cleo,Specialty coffee: Rio Nights,11.99,0
59,Yes,Key West,Hot chocolate: Sustainably Grown Organic Lg,2022-09-09T08:35:46Z,Willow,Hot chocolate: Sustainably Grown Organic Lg,6.99,0
62,Yes,Key West,Drinking Chocolate: Chili Mayan,2022-09-10T20:20:46Z,Nova,Drinking Chocolate: Chili Mayan,9.99,1
24,No,Orlando,Scone: Jumbo Savory Scone,2023-01-15T02:40:11Z,Violet,Scone: Jumbo Savory Scone,4.99,1
65,No,Key West,Seasonal drink: Happy Holidays hot chocolate,2023-05-29T02:43:27Z,Ember,Seasonal drink: Happy Holidays hot chocolate,5.99,0
29,Yes,Key West,Seasonal drink: Pumpkin Spice Latte,2023-02-24T16:47:36Z,Nova,Seasonal drink: Pumpkin Spice Latte,5.99,0
44,Yes,Key West,Organic brewed coffee: Brazilian Sm,2022-11-13T01:43:15Z,Ivy,Organic brewed coffee: Brazilian Sm,3.99,0
42,Yes,Key West,Regular syrup: Chocolate syrup,2022-10-27T18:42:02Z,Luna,Regular syrup: Chocolate syrup,3.99,0
62,Yes,Key West,Scone: Jumbo Savory Scone,2023-01-25T17:23:10Z,Nova,Scone: Jumbo Savory Scone,4.99,0
58,Yes,Key West,Herbal tea: Peppermint,2023-03-06T02:03:38Z,Cleo,Herbal tea: Peppermint,4.99,0
70,Yes,Key West,Regular syrup: Carmel syrup,2023-02-28T18:02:27Z,Scarlett,Regular syrup: Carmel syrup,3.99,0
21,Yes,Key West,Chai tea: Morning Sunrise Chai,2022-07-09T07:46:09Z,Nova,Chai tea: Morning Sunrise Chai,4.99,0
63,Yes,Miami,Brewed Green tea: Serenity Green Tea Rg,2022-10-05T10:45:56Z,Seraphina,Brewed Green tea: Serenity Green Tea Rg,4.99,0
38,Yes,Key West,Gourmet Beans: Columbian Medium Roast,2022-10-02T15:39:29Z,Stella,Gourmet Beans: Columbian Medium Roast,11.99,0
25,No,Key West,Gourmet brewed coffee: Columbian Medium Roast Lg,2023-02-19T21:52:21Z,Ember,Gourmet brewed coffee: Columbian Medium Roast Lg,6.99,0
62,Yes,Key West,Pastry: Almond Croissant,2023-06-11T15:20:22Z,Nova,Pastry: Almond Croissant,4.49,1
41,No,Jacksonville,House blend Beans: Our Old Time Diner Blend,2022-11-03T19:31:26Z,Scarlett,House blend Beans: Our Old Time Diner Blend,9.99,0
57,Yes,Key West,Scone: Cranberry Scone,2022-07-18T00:47:01Z,Amara,Scone: Cranberry Scone,3.49,0
63,No,Key West,Premium brewed coffee: Jamaican Coffee River Lg,2022-09-26T05:55:00Z,Nova,Premium brewed coffee: Jamaican Coffee River Lg,7.99,0
31,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2022-08-29T12:16:09Z,Violet,Barista Espresso: Ouro Brasileiro shot,3.99,0
30,Yes,Key West,Green tea: Serenity Green Tea,2022-10-22T21:17:01Z,Seraphina,Green tea: Serenity Green Tea,5.99,0
20,No,Tampa,Regular syrup: Carmel syrup,2022-07-27T02:33:07Z,Cleo,Regular syrup: Carmel syrup,3.99,1
23,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2022-11-14T01:19:50Z,Scarlett,Barista Espresso: Ouro Brasileiro shot,3.99,0
37,Yes,Key West,Specialty coffee: Rio Nights,2022-07-19T07:03:25Z,Aria,Specialty coffee: Rio Nights,11.99,0
22,Yes,Key West,Brewed Black tea: Earl Grey Rg,2022-11-21T20:01:26Z,Willow,Brewed Black tea: Earl Grey Rg,3.99,0
65,Yes,Key West,Clothing: I Need My Bean! Toque,2022-12-22T21:25:08Z,Ember,Clothing: I Need My Bean! Toque,14.99,0
19,Yes,Key West,Drinking Chocolate: Chili Mayan,2022-07-04T02:04:55Z,Savannah,Drinking Chocolate: Chili Mayan,9.99,0
36,No,Miami,Drip coffee: Our Old Time Diner Blend Sm,2022-09-19T19:00:58Z,Sienna,Drip coffee: Our Old Time Diner Blend Sm,2.99,1
42,Yes,Miami,Organic brewed coffee: Brazilian Lg,2022-10-15T03:31:53Z,Cleo,Organic brewed coffee: Brazilian Lg,5.99,0
63,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2022-11-16T06:32:55Z,Cleo,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
34,No,Miami,Premium brewed coffee: Jamaican Coffee River Lg,2023-03-03T18:55:48Z,Willow,Premium brewed coffee: Jamaican Coffee River Lg,7.99,1
35,No,Tampa,Scone: Cranberry Scone,2022-08-28T04:27:58Z,Phoenix,Scone: Cranberry Scone,3.49,1
37,No,Tampa,Gourmet brewed coffee: Ethiopia Lg,2022-09-25T00:31:50Z,Cleo,Gourmet brewed coffee: Ethiopia Lg,6.99,1
59,Yes,Key West,Brewed Chai tea: Spicy Eye Opener Chai Rg,2023-05-04T20:08:24Z,Ivy,Brewed Chai tea: Spicy Eye Opener Chai Rg,4.99,0
63,Yes,Key West,Drip coffee: Our Old Time Diner Blend Sm,2022-08-04T13:05:14Z,Seraphina,Drip coffee: Our Old Time Diner Blend Sm,2.99,0
52,Yes,Key West,Premium brewed coffee: Jamaican Coffee River Lg,2023-02-24T16:44:38Z,Ruby,Premium brewed coffee: Jamaican Coffee River Lg,7.99,0
67,Yes,Key West,Drinking Chocolate: Dark chocolate,2023-05-26T18:26:02Z,Savannah,Drinking Chocolate: Dark chocolate,8.99,0
40,Yes,Key West,Specialty coffee: Rio Nights,2022-10-31T23:18:37Z,Cleo,Specialty coffee: Rio Nights,11.99,0
20,Yes,Miami,Green tea: Serenity Green Tea,2022-12-13T20:32:53Z,Sienna,Green tea: Serenity Green Tea,5.99,0
30,Yes,Miami,Pastry: Almond Croissant,2022-08-23T09:53:13Z,Cleo,Pastry: Almond Croissant,4.49,0
57,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2022-11-04T08:02:49Z,Phoenix,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
21,Yes,Miami,Barista Espresso: Ouro Brasileiro shot,2022-08-25T05:58:32Z,Scarlett,Barista Espresso: Ouro Brasileiro shot,3.99,0
52,No,Key West,Drip coffee: Our Old Time Diner Blend Sm,2023-01-21T11:11:05Z,Savannah,Drip coffee: Our Old Time Diner Blend Sm,2.99,0
51,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2023-05-19T23:17:49Z,Cleo,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
71,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2022-11-28T17:18:55Z,Ivy,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
33,No,Tampa,Clothing: I Need My Bean! Toque,2023-03-31T22:46:44Z,Zara,Clothing: I Need My Bean! Toque,14.99,1
31,Yes,Key West,Chai tea: Spicy Eye Opener Chai,2023-06-23T09:10:45Z,Ruby,Chai tea: Spicy Eye Opener Chai,4.99,0
74,No,Key West,Drip coffee: Our Old Time Diner Blend Sm,2022-07-18T11:39:18Z,Stella,Drip coffee: Our Old Time Diner Blend Sm,2.99,0
19,Yes,Key West,Organic Chocolate: Sustainably Grown Organic,2022-08-22T08:50:22Z,Aurora,Organic Chocolate: Sustainably Grown Organic,9.99,0
26,No,Tampa,Scone: Ginger Scone promo,2023-03-22T02:53:39Z,Stella,Scone: Ginger Scone promo,2.49,1
54,Yes,Key West,Scone: Jumbo Savory Scone,2023-03-18T08:52:05Z,Seraphina,Scone: Jumbo Savory Scone,4.99,0
64,Yes,Key West,Organic Beans: Organic Decaf Blend,2022-10-13T13:50:09Z,Savannah,Organic Beans: Organic Decaf Blend,10.99,1
25,No,Tampa,Barista Espresso: Latte Rg,2022-11-09T16:20:16Z,Willow,Barista Espresso: Latte Rg,5.99,1
53,Yes,Key West,Brewed Chai tea: Traditional Blend Chai Lg,2022-09-17T03:36:24Z,Nova,Brewed Chai tea: Traditional Blend Chai Lg,5.99,0
33,Yes,Key West,Drip coffee: Our Old Time Diner Blend Rg,2023-01-07T22:12:59Z,Stella,Drip coffee: Our Old Time Diner Blend Rg,3.99,0
35,Yes,Key West,Barista Espresso: Ouro Brasileiro shot promo,2022-07-03T03:52:40Z,Ivy,Barista Espresso: Ouro Brasileiro shot promo,2.99,0
27,No,Miami,Scone: Ginger Scone promo,2023-03-01T15:42:12Z,Aria,Scone: Ginger Scone promo,2.49,1
56,Yes,Key West,Chai tea: Morning Sunrise Chai,2022-09-12T21:46:48Z,Willow,Chai tea: Morning Sunrise Chai,4.99,1
30,Yes,Miami,Drip coffee: Our Old Time Diner Blend Rg,2022-10-10T23:03:00Z,Violet,Drip coffee: Our Old Time Diner Blend Rg,3.99,0
62,Yes,Miami,Specialty coffee: Rio Nights,2023-04-11T06:58:05Z,Phoenix,Specialty coffee: Rio Nights,11.99,1
61,Yes,Key West,Brewed Green tea: Serenity Green Tea Rg,2022-07-22T06:34:31Z,Aurora,Brewed Green tea: Serenity Green Tea Rg,4.99,1
41,Yes,Key West,Biscotti: Chocolate Chip Biscotti,2023-02-18T03:16:22Z,Lola,Biscotti: Chocolate Chip Biscotti,2.49,0
23,No,Tampa,Premium brewed coffee: Jamaican Coffee River Sm,2023-04-07T15:05:54Z,Ruby,Premium brewed coffee: Jamaican Coffee River Sm,5.99,1
61,Yes,Key West,Organic brewed coffee: Brazilian Lg,2023-06-13T20:11:49Z,Jasmine,Organic brewed coffee: Brazilian Lg,5.99,1
55,Yes,Key West,Premium brewed coffee: Jamaican Coffee River Lg,2023-06-08T19:44:04Z,Ember,Premium brewed coffee: Jamaican Coffee River Lg,7.99,0
22,No,Orlando,Brewed Chai tea: Spicy Eye Opener Chai Rg,2023-03-02T13:52:07Z,Jasmine,Brewed Chai tea: Spicy Eye Opener Chai Rg,4.99,1
45,Yes,Miami,Organic brewed coffee: Brazilian Lg,2023-06-23T14:38:59Z,Stella,Organic brewed coffee: Brazilian Lg,5.99,0
69,Yes,Miami,Brewed Green tea: Serenity Green Tea Rg,2022-08-17T05:29:01Z,Sienna,Brewed Green tea: Serenity Green Tea Rg,4.99,0
36,Yes,Miami,Clothing: I Need My Bean! T-shirt,2022-11-14T11:54:41Z,Ember,Clothing: I Need My Bean! T-shirt,19.99,0
51,Yes,Miami,House blend Beans: Our Old Time Diner Blend,2022-08-01T15:19:44Z,Ruby,House blend Beans: Our Old Time Diner Blend,9.99,1
23,Yes,Miami,Gourmet brewed coffee: Columbian Medium Roast Lg,2022-10-10T22:07:44Z,Lola,Gourmet brewed coffee: Columbian Medium Roast Lg,6.99,0
72,Yes,Key West,Barista Espresso: Latte Rg,2022-08-30T09:11:07Z,Cleo,Barista Espresso: Latte Rg,5.99,0
15,No,Orlando,Scone: Cranberry Scone,2023-03-24T20:01:50Z,Sienna,Scone: Cranberry Scone,3.49,1
50,Yes,Key West,Organic Beans: Brazilian - Organic,2023-06-19T12:29:15Z,Violet,Organic Beans: Brazilian - Organic,12.99,0
50,No,Key West,Scone: Ginger Scone promo,2023-03-26T01:42:35Z,Ruby,Scone: Ginger Scone promo,2.49,0
39,Yes,Key West,Brewed herbal tea: Peppermint Lg,2022-09-05T14:16:55Z,Cleo,Brewed herbal tea: Peppermint Lg,4.99,0
79,Yes,Jacksonville,Chai tea: Spicy Eye Opener Chai,2022-11-02T17:03:32Z,Willow,Chai tea: Spicy Eye Opener Chai,4.99,1
43,Yes,Key West,Gourmet brewed coffee: Ethiopia Lg,2023-05-23T22:16:31Z,Seraphina,Gourmet brewed coffee: Ethiopia Lg,6.99,0
47,Yes,Key West,Brewed herbal tea: Lemon Grass Lg,2022-11-14T05:12:05Z,Lola,Brewed herbal tea: Lemon Grass Lg,4.99,0
61,No,Miami,Brewed Chai tea: Traditional Blend Chai Lg,2023-04-30T02:01:53Z,Lola,Brewed Chai tea: Traditional Blend Chai Lg,5.99,1
26,Yes,Key West,Barista Espresso: Cappuccino Lg,2023-05-24T11:48:06Z,Stella,Barista Espresso: Cappuccino Lg,5.99,0
15,Yes,Key West,Scone: Cranberry Scone,2023-04-23T18:00:21Z,Jasmine,Scone: Cranberry Scone,3.49,0
28,Yes,Key West,Barista Espresso: Ouro Brasileiro shot,2023-02-15T05:39:52Z,Ruby,Barista Espresso: Ouro Brasileiro shot,3.99,0
23,Yes,Key West,Gourmet brewed coffee: Ethiopia Lg,2023-04-17T14:58:34Z,Ivy,Gourmet brewed coffee: Ethiopia Lg,6.99,0
27,Yes,Key West,Brewed Chai tea: Spicy Eye Opener Chai Rg,2022-10-23T06:05:22Z,Nova,Brewed Chai tea: Spicy Eye Opener Chai Rg,4.99,0
20,Yes,Key West,Brewed Black tea: English Breakfast Rg,2022-11-12T01:21:05Z,Ruby,Brewed Black tea: English Breakfast Rg,3.99,0
25,Yes,Key West,Barista Espresso: Cappuccino Lg,2022-10-27T17:23:48Z,Willow,Barista Espresso: Cappuccino Lg,5.99,0
